V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
1 -0.112597018480301 0.0602428540587425 0.058173231780529 -0.00272096716798842 0.00370051292702556 -0.00136276171542704 0.00015802969573997 -0.000456974696135148 -0.000633608608040959 0.000430212821811438
2 -0.110587120056152 0.0666067376732826 -0.0805060118436813 0.00404240097850561 -0.00515085691586137 0.00180915789678693 -0.000207772667636164 0.000591745832934976 0.00108285015448928 -0.000560560496523976
3 -0.109476506710052 0.0665557906031609 -0.147749930620193 0.00731606921181083 -0.0094421524554491 0.00334880384616554 -0.000385366991395131 0.00110110989771783 0.00191084679681808 -0.00104169175028801
4 -0.110346660017967 0.0595366023480892 -0.0680924728512764 0.00342490547336638 -0.00435721920803189 0.00152856588829309 -0.000175495908479206 0.00049963966012001 0.000920292513910681 -0.000473374035209417
5 -0.112013638019562 -0.0277401339262724 -0.00975096691399813 0.000424156052758917 -0.000617568322923034 0.000237804386415519 -2.78227871604031e-05 8.14887098385952e-05 8.22027141111903e-05 -7.62850977480412e-05
6 -0.110591635107994 -0.0480947531759739 -0.0742456018924713 0.00352656096220016 -0.00472968956455588 0.00172496156301349 -0.000199653150048107 0.000575551530346274 0.000848507566843182 -0.000542500987648964
7 -0.110247276723385 0.0579989776015282 -0.0941204354166985 0.00468928040936589 -0.00601787306368351 0.00212534563615918 -0.000244355149334297 0.000697236333508044 0.00123870756942779 -0.000659963581711054
8 -0.111818201839924 0.0512703433632851 0.00507990410551429 -0.000152658438310027 0.000313925789669156 -0.000142564676934853 1.71406682056841e-05 -5.23677554156166e-05 7.9157471191138e-06 4.82315663248301e-05
9 -0.111701749265194 -0.0566024929285049 0.0123362559825182 -0.000704324047546834 0.000797336862888187 -0.000252986093983054 2.83928038697923e-05 -7.79852125560865e-05 -0.000229329831199721 7.50150065869093e-05
10 -0.112603865563869 -0.0391980931162834 0.0660458952188492 -0.00328717869706452 0.00422165030613542 -0.00149174442049116 0.000171525156474672 -0.000489549827761948 -0.000866892340127379 0.000463379314169288
11 -0.114175416529179 0.0547782741487026 0.146974340081215 -0.0070542935281992 0.00936848297715187 -0.00339308520779014 0.000392161280615255 -0.00112814083695412 -0.00173459446523339 0.00106432382017374
12 -0.112171642482281 -0.0482495725154877 0.0495953746140003 -0.00250298762694001 0.00317365513183177 -0.00111045991070569 0.00012741910177283 -0.000362479448085651 -0.000676729308906943 0.00034357700496912
13 -0.111941158771515 0.0756023302674294 -0.0182871650904417 0.00102975498884916 -0.00118180154822767 0.000379913137294352 -4.27776285505388e-05 0.000118002644740045 0.000328993424773216 -0.000113274436444044
14 -0.112933278083801 -0.0487033613026142 0.088044784963131 -0.00437577581033111 0.0056274407543242 -0.00199054600670934 0.000228927354328334 -0.000653611903544515 -0.00115083402488381 0.00061856908723712
15 -0.110893964767456 0.0649078860878944 -0.042373176664114 0.00218264712020755 -0.00271693803369999 0.000936932803597301 -0.000107175466837361 0.000303368957247585 0.000610926188528538 -0.000288111157715321
16 -0.112255096435547 0.0626707300543785 0.0124678909778595 -0.000491356884595007 0.000783301889896393 -0.00031757794204168 3.74991541320924e-05 -0.000111438530439045 -6.74459515721537e-05 0.0001037681940943
17 -0.111273087561131 0.0712462216615677 -0.0319628603756428 0.00168767955619842 -0.00205394718796015 0.000695361522957683 -7.9220873885788e-05 0.000222790898988023 0.000491452403366566 -0.000212165527045727
18 -0.111992314457893 -0.0434698797762394 0.0197345707565546 -0.00104032771196216 0.0012669978896156 -0.000429192412411794 4.88961086375639e-05 -0.000137598486617208 -0.000302447035210207 0.000131014734506607
19 -0.112471215426922 0.0599595047533512 0.0401468649506569 -0.00184389017522335 0.00255014654248953 -0.000949880166444927 0.000110398694232572 -0.000320350780384615 -0.00041200133273378 0.000301158055663109
20 -0.113335393369198 -0.0929322689771652 0.0930957570672035 -0.00470284465700388 0.00595796946436167 -0.00208334857597947 0.00023902092652861 -0.000679819087963551 -0.0012736200587824 0.00064439233392477
