V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
1 -0.0940476506948471 -0.000835307058878243 0.141806691884995 -0.000913495139684528 0.00123604049440473 -0.000371328584151343 0.000254234328167513 0.000151189509779215 1.69086306414101e-05 0.000270405551418662
2 -0.0943939238786697 0.00158735958393663 0.131273880600929 -0.0328646674752235 -0.0112319411709905 0.00147809705231339 -0.000959258526563644 0.00104508607182652 0.000516545842401683 9.37992008402944e-05
3 -0.0949525013566017 0.0357332266867161 0.127637773752213 0.00771222449839115 0.00446262396872044 -0.000843203859403729 0.000624297361355275 -4.45181576651521e-05 -0.000130662374431267 0.00028626446146518
4 -0.0939389765262604 -0.0120017770677805 0.136294797062874 -0.0490770787000656 -0.017462557181716 0.00239488203078508 -0.00158455548807979 0.00148371304385364 0.000775183376390487 2.38110078498721e-05
5 -0.0942651331424713 0.0032972926273942 0.125009298324585 -0.0368780232965946 -0.0128514505922794 0.00172427715733647 -0.0011188795324415 0.00115523603744805 0.000578755047172308 6.20679929852486e-05
6 -0.0979830175638199 0.0935405045747757 0.00750584248453379 -0.0201567113399506 -0.00757936621084809 0.00106645259074867 -0.000545592163689435 0.00072694628033787 0.000284730165731162 -8.11279751360416e-05
7 -0.0948253646492958 -0.0800980180501938 0.010141815058887 -0.00797882210463285 -0.00308202812448144 0.000474694475997239 -0.000444556906586513 0.000102802361652721 0.000151879241457209 -2.18804925680161e-05
8 -0.09613286703825 -0.031255017966032 -0.0201574992388487 -0.0355274342000484 -0.0140051729977131 0.00210320274345577 -0.00143717089667916 0.000930938171222806 0.000566727016121149 -0.000213829800486565
9 -0.0934601575136185 -0.122379511594772 0.033143799751997 0.0136123821139336 0.00546508841216564 -0.000796905951574445 0.000323595973895863 -0.000553468009456992 -0.000171933890669607 0.000126994564197958
10 -0.0959633737802505 -0.0533429197967052 -0.0377263948321342 0.0031922843772918 0.000737424357794225 -3.52426104655024e-05 -6.8472079874482e-05 -0.000210737256566063 -3.286603896413e-05 -5.92004507780075e-05
11 -0.0951505228877068 -0.0931664034724236 -0.0407049730420113 -0.0342497937381268 -0.0138272633776069 0.00213093147613108 -0.00155992433428764 0.00077543529914692 0.000567017064895481 -0.00024934730026871
